Sample ID,Bird ID,Sample Type,Capture Date,Sample Date,Detailed Capture Location,General Capture Location,Sex,Comb for ticks,Number of ticks,Nymphs,Larva,Adult,Weight with bag,Bag weight,Weight without bag,Beak length (mm),Beak Depth (mm),Tarsus Length (mm),Wing length (mm),Blood in EDTA (Y/N),Feather Sample (Y/N),Muscle Sample (Y/N),Liver Sample (Y/N),Spleen Sample (Y/N),Cloacal Swab (Y/N),Oropharyngeal Swab (Y/N),Notes
0425,N-0425,Necropsy,18-Jul-17,27-Oct-17,"Santa Rosa, FL",Santa Rosa,Female,Y,0,0,0,0,,,405,48.6,13,76.6,261,N,Y,Y,N,Y,N,N,FBP 
0426,N-0426,Necropsy,4-Aug-17,6-Nov-17,Savannah Airport,Georgia ,Male,Y,0,0,0,0,,,345,50.2,12.6,83.3,267,N,Y,Y,N,Y,N,N,"FBP, small testes, juvenile, blood feathers "
0427,N-0427,Necropsy,4-Aug-17,6-Nov-17,Savannah Airport,Georgia ,Female,Y,0,0,0,0,,,340,47.2,12.6,74.7,258,N,Y,Y,N,Y,N,N,"FBP, white floofs, blood feathers "
0428,N-0428,Necropsy,4-Aug-17,6-Nov-17,Savannah Airport,Georgia ,Male,Y,0,0,0,0,,,350,48.9,13.2,81.6,255,N,Y,Y,N,Y,N,N,FBP
0429,N-0429,Necropsy,4-Aug-17,6-Nov-17,Savannah Airport,Georgia ,Female,Y,0,0,0,0,,,310,47.5,12.1,68.5,256,N,Y,Y,N,Y,N,N,"FBP, white floofs, blood feathers "
0430,N-0430,Necropsy,4-Aug-17,6-Nov-17,Savannah Airport,Georgia ,Female,Y,0,0,0,0,,,340,49.7,12.7,78.2,262,N,Y,Y,N,Y,N,N,FBP
0431,N-0431,Necropsy,18-Jul-17,6-Nov-17,N. Whiting Field,Milton,Male,Y,0,0,0,0,,,385,50.4,13.1,84.7,271,N,Y,Y,N,Y,N,N,"FBP, 3 flies on bag, table, chest"
0432,N-0432,Necropsy,18-Jul-17,6-Nov-17,"Santa Rosa, FL",Santa Rosa,Female,Y,0,0,0,0,,,355,47.5,11.7,83.3,255,N,Y,Y,N,Y,N,N,FBP
0433,N-0433,Necropsy,21-Jun-17,6-Nov-17,"BAFB, LA",Louisiana ,Female,Y,0,0,0,0,355,11,344,46.8,13.1,77.1,247,N,Y,Y,N,Y,N,N,FBP
0434,N-0434,Necropsy,,6-Nov-17,OLF Spencer ,Milton,Male,Y,0,0,0,0,400,12,388,49.9,10.2,69.4,268,N,Y,Y,N,Y,N,N,"FBP, large spleen, pic taken on phone, same bag as spencer "
0435,N-0435,Necropsy,17-Jul-17,6-Nov-17,OLF Spencer,Milton,Male,Y,0,0,0,0,,,345,50.6,13.3,83.4,251,N,Y,Y,N,Y,N,N,"FBP, white floofs "
0436,N-0436,Necropsy,21-Jun-17,6-Nov-17,"BAFB, LA",Louisiana ,Male,Y,0,0,0,0,360,11,349,,,72.7,254,N,Y,Y,N,Y,N,N,"FBP on chest and bach, no head "
0437,N-0437,Necropsy,21-Jun-17,6-Nov-17,"BAFB, LA",Louisiana ,Female,Y,0,0,0,0,,,343,49,12.8,80.1,260,N,Y,Y,N,Y,N,N,FBP
0438,N-0438,Necropsy,9-Jun-17,6-Nov-17,OLF Spencer ,Milton,Female,Y,0,0,0,0,350,14,336,49,13,79.8,260,N,Y,Y,N,Y,N,N,"FBP, large spleen "
0439,N-0439,Necropsy,29-Aug-17,6-Nov-17,"SIA, Savannah",Georgia ,Female,Y,0,0,0,0,,,340,47.1,12.7,78.9,261,N,Y,Y,N,Y,N,N,FBP
0440,N-0440,Necropsy,21-Jun-17,6-Nov-17,"BAFB, LA",Louisiana ,Female,Y,0,0,0,0,,,315,49.5,13.3,80.2,256,N,Y,Y,N,Y,N,N,"FBP, large string wrapped around foot"
0441,N-0441,Necropsy,28-Aug-17,6-Nov-17,"SIA, Savannah",Georgia ,Female,Y,0,0,0,0,,,325,47.9,12.4,80.3,247,N,Y,Y,N,Y,N,N,FBP
0442,N-0442,Necropsy,28-Aug-17,6-Nov-17,"SIA, Savannah",Georgia ,Female,Y,0,0,0,0,,,270,45.3,12.1,72.5,250,N,Y,Y,N,Y,N,N,"very faint breeding plummage on head, none on back/chest, white floofs, blood feathers, small ovaries, juvi"
0443,N-0443,Necropsy,28-Aug-17,6-Nov-17,"SIA, Savannah",Georgia ,Female,Y,0,0,0,0,,,315,50,10.3,76.7,250,N,Y,Y,N,Y,N,N,FBP
0444,N-0444,Necropsy,28-Aug-17,6-Nov-17,"SIA, Savannah",Georgia ,Male,Y,0,0,0,0,,,360,47.4,14,80,262,N,Y,Y,N,Y,N,N,"FBP, small testes "
0445,N-0445,Necropsy,,,,,,,,,,,,,,,,,,,,,,,,,
0446,N-0446,Necropsy,,,,,,,,,,,,,,,,,,,,,,,,,
0447,N-0447,Necropsy,,,,,,,,,,,,,,,,,,,,,,,,,
0448,N-0448,Necropsy,,,,,,,,,,,,,,,,,,,,,,,,,
